1000145	1010504
1000145	1274973
1000148	1319315
1000526	1010208
1000526	1336763
1000572	1274644
1000572	1276105
1000652	1011479
1000787	1027871
1000810	1315820
1000823	1050906
1000905	1041007
1000905	1050059
1001714	1001714
1001714	1001714
1001714	1275650
1001714	1276056
1001955	1275114
1002280	1275397
1002344	1019963
1002344	1033690
1002344	1298890
1002495	1013738
1002495	1017456
1002495	1043277
1002495	1057004
1002495	1199259
1002495	1328156
1002691	1040762
1002692	1317092
1002908	1025141
1002908	1275879
1003500	1050906
1003755	1028297
1003755	1334212
1003803	1003803
1003803	1003803
1003803	1006668
1003807	1025426
1004530	1312699
1004579	1036438
1004579	1040505
1004579	1048130
1004579	1049524
1004579	1165105
1004583	1036370
1004590	1004590
1004590	1004590
1004590	1004681
1004590	1008068
1004590	1013879
1004590	1041122
1004681	1004590
1004773	1314827
1004817	1050492
1004858	1274636
1005060	1154507
1005149	1031884
1005214	1274412
1005214	1351088
1005286	1005286
1005286	1005286
1005286	1005460
1005286	1020412
1005286	1029119
1005286	1034674
1005286	1037363
1005286	1170118
1005286	1191334
1005286	1274398
1005319	1275114
1005460	1005286
1005555	1033257
1006093	1033713
1006292	1315820
1006330	1006330
1006330	1006330
1006330	1012650
1006330	1020385
1006330	1021383
1006330	1042568
1006330	1045190
1006330	1050906
1006330	1065424
1006330	1109839
1006330	1315820
1006330	1373378
1006668	1003803
1006668	1016228
1006668	1035579
1006668	1103138
1006668	1156828
1006692	1334340
1006871	1012794
1006938	1006938
1006938	1006938
1006938	1274081
1006938	1313841
1006938	1361309
1007189	1057004
1007189	1274351
1008068	1004590
1008069	1011479
1008070	1314222
1008125	1008810
1008125	1160186
1008125	1274366
1008604	1050906
1008810	1008125
1009179	1316331
1009219	1020385
1009378	1027871
1009483	1084848
1009702	1275037
1010188	1010188
1010188	1010188
1010188	1019481
1010188	1031241
1010188	1334340
1010208	1000526
1010208	1274247
1010208	1274287
1010208	1317092
1010294	1010294
1010294	1010294
1010294	1015928
1010294	1019646
1010294	1023929
1010294	1033326
1010294	1042056
1010294	1050492
1010294	1052098
1010294	1053845
1010294	1134773
1010294	1315011
1010302	1010302
1010302	1010302
1010302	1012314
1010302	1019382
1010302	1022858
1010302	1037957
1010302	1038451
1010487	1044705
1010504	1000145
1010504	1274648
1010504	1274699
1010504	1276105
1010504	1305386
1010504	1317578
1010564	1044868
1010633	1032178
1010746	1027871
1010940	1027883
1010940	1150279
1010940	1274242
1010940	1315678
1011479	1000652
1011479	1008069
1011479	1313907
1011513	1196361
1011562	1313809
1011562	1316093
1011935	1274361
1011935	1317578
1012196	1274247
1012314	1010302
1012463	1012650
1012581	1274351
1012646	1058399
1012646	1274287
1012650	1006330
1012650	1012463
1012650	1017011
1012650	1021258
1012650	1024551
1012650	1109839
1012794	1006871
1012794	1016968
1012794	1274416
1012794	1375560
1012794	1406541
1013705	1028360
1013738	1002495
1013738	1017011
1013738	1042909
1013738	1046471
1013764	1044868
1013782	1013782
1013782	1013782
1013782	1274762
1013782	1275948
1013782	1315861
1013835	1044868
1013879	1004590
1013912	1049580
1013997	1049500
1014006	1275344
1014172	1044868
1014173	1049580
1014223	1015928
1014456	1050906
1014473	1065424
1015116	1054279
1015120	1109839
1015199	1046960
1015199	1274274
1015199	1314477
1015199	1323131
1015203	1050492
1015928	1010294
1015928	1014223
1015928	1015928
1015928	1015928
1015928	1019486
1015928	1028795
1015928	1037118
1015928	1042693
1015928	1054423
1015928	1148044
1015928	1275385
1016228	1006668
1016228	1054423
1016771	1160186
1016771	1328845
1016847	1274388
1016866	1275475
1016875	1033713
1016968	1012794
1016968	1016968
1016968	1016968
1016968	1227580
1016968	1274386
1016968	1314832
1017011	1012650
1017011	1013738
1017011	1023929
1017011	1028338
1017011	1051674
1017011	1054279
1017207	1274366
1017207	1274550
1017207	1274939
1017207	1383691
1017456	1002495
1017865	1053845
1018667	1373378
1018687	1045190
1018688	1276063
1018708	1018708
1018708	1018708
1018708	1274263
1018708	1281579
1018779	1023468
1018779	1050699
1018779	1050937
1018820	1018820
1018820	1018820
1018820	1048476
1018820	1309215
1018820	1316921
1018820	1364073
1018990	1054279
1018990	1134773
1019033	1330554
1019271	1276063
1019278	1274331
1019278	1274580
1019382	1010302
1019481	1010188
1019481	1019481
1019481	1019481
1019486	1015928
1019576	1080463
1019646	1010294
1019646	1019646
1019646	1019646
1019646	1019960
1019646	1028297
1019646	1035784
1019646	1041791
1019646	1052098
1019646	1348459
1019960	1019646
1019963	1002344
1019963	1042642
1019963	1274902
1019963	1312770
1019963	1313429
1020385	1006330
1020385	1009219
1020385	1020385
1020385	1020385
1020412	1005286
1021108	1021108
1021108	1021108
1021108	1040092
1021108	1315200
1021258	1012650
1021383	1006330
1021383	1330848
1021999	1022664
1021999	1026454
1021999	1043330
1022563	1022563
1022563	1022563
1022563	1054530
1022563	1079595
1022563	1277560
1022582	1047996
1022664	1021999
1022664	1022664
1022664	1022664
1022664	1048476
1022664	1052811
1022664	1275120
1022664	1280664
1022664	1314473
1022858	1010302
1022881	1022881
1022881	1022881
1022881	1036323
1023236	1041007
1023431	1031241
1023431	1154507
1023468	1018779
1023529	1031241
1023541	1121531
1023541	1298890
1023769	1109839
1023924	1023924
1023924	1023924
1023924	1040092
1023924	1299052
1023929	1010294
1023929	1017011
1023929	1023929
1023929	1023929
1023948	1075760
1023948	1106979
1023948	1228553
1023948	1275063
1024103	1274351
1024551	1012650
1024775	1024775
1024775	1024775
1025141	1002908
1025141	1027883
1025141	1272245
1025141	1274761
1025141	1312699
1025141	1313460
1025141	1313598
1025141	1316969
1025141	1317578
1025141	1337942
1025196	1044705
1025210	1036438
1025210	1041115
1025426	1003807
1025426	1025426
1025426	1025426
1025426	1077298
1025426	1275401
1025531	1275037
1025536	1274242
1025561	1042056
1025561	1315011
1025655	1274434
1025738	1046132
1025819	1275397
1026454	1021999
1026454	1026454
1026454	1026454
1026454	1272245
1027197	1104778
1027343	1104778
1027502	1274496
1027502	1274607
1027528	1275344
1027577	1274760
1027577	1275277
1027577	1275781
1027577	1350209
1027853	1027853
1027853	1027853
1027853	1281025
1027871	1000787
1027871	1009378
1027871	1010746
1027871	1036438
1027871	1036452
1027883	1010940
1027883	1025141
1027883	1050540
1028094	1134773
1028166	1275344
1028297	1003755
1028297	1019646
1028297	1334212
1028338	1017011
1028338	1161267
1028338	1165478
1028360	1013705
1028360	1228553
1028783	1046204
1028795	1015928
1028801	1033099
1028801	1316809
1028978	1154507
1029037	1054279
1029037	1088015
1029119	1005286
1029137	1313889
1029137	1355229
1029309	1319384
1029395	1318604
1029733	1054279
1029791	1109839
1029875	1033257
1029890	1054279
1030431	1233486
1030431	1314625
1030431	1330848
1030629	1050482
1031241	1010188
1031241	1023431
1031241	1023529
1031241	1031241
1031241	1031241
1031884	1005149
1031884	1050430
1031921	1049484
1031927	1044878
1032178	1010633
1032178	1032178
1032178	1032178
1032239	1045682
1032342	1050147
1032365	1046132
1033011	1274972
1033056	1037408
1033099	1028801
1033099	1033099
1033099	1033099
1033105	1275344
1033175	1211334
1033257	1005555
1033257	1029875
1033257	1033791
1033257	1057004
1033257	1083884
1033257	1319689
1033326	1010294
1033326	1042417
1033326	1051741
1033690	1002344
1033690	1042056
1033690	1275349
1033690	1314682
1033713	1006093
1033713	1016875
1033713	1038228
1033713	1131413
1033713	1153477
1033791	1033257
1033794	1053845
1034162	1054279
1034637	1313462
1034674	1005286
1034896	1276108
1034896	1315116
1035354	1390399
1035372	1050492
1035579	1006668
1035579	1050059
1035643	1047996
1035784	1019646
1035898	1228553
1036321	1049500
1036323	1022881
1036323	1040762
1036323	1044705
1036370	1004583
1036370	1036370
1036370	1036370
