1000016	1000332
1000022	1054447
1000070	1004775
1000075	1000075
1000075	1000075
1000075	1007019
1000075	1027822
1000075	1068859
1000075	1106554
1000078	1036525
1000083	1004674
1000092	1000092
1000092	1000092
1000092	1013778
1000092	1036503
1000092	1049855
1000092	1212047
1000108	1049545
1000111	1122324
1000151	1014057
1000170	1007008
1000170	1013816
1000170	1025139
1000170	1027176
1000170	1050853
1000225	1022676
1000248	1000676
1000248	1005091
1000248	1010510
1000248	1018986
1000248	1022004
1000248	1040757
1000248	1309995
1000248	1346574
1000253	1045119
1000257	1000336
1000264	1002672
1000264	1033056
1000264	1055787
1000264	1110809
1000264	1145584
1000304	1054437
1000332	1000016
1000332	1000332
1000332	1000332
1000332	1012547
1000332	1013913
1000332	1027565
1000332	1031934
1000332	1032344
1000332	1049990
1000332	1077047
1000332	1145096
1000336	1000257
1000336	1000474
1000336	1009379
1000336	1010653
1000336	1013911
1000336	1044915
1000336	1071259
1000362	1042350
1000373	1040705
1000373	1041029
1000432	1100149
1000471	1000471
1000471	1000471
1000471	1025619
1000471	1068577
1000474	1000336
1000474	1000474
1000474	1000474
1000474	1036397
1000474	1071259
1000491	1066222
1000506	1048002
1000526	1006938
1000526	1016668
1000526	1345803
1000538	1050170
1000548	1012676
1000548	1018071
1000548	1022676
1000548	1044710
1000548	1144630
1000548	1211657
1000571	1281579
1000572	1005319
1000572	1275747
1000572	1303298
1000643	1066222
1000653	1037479
1000663	1019345
1000676	1000248
1000676	1021997
1000676	1165662
1000676	1202424
1000744	1275943
1000771	1018046
1000781	1003174
1000781	1015047
1000781	1048706
1000823	1000823
1000823	1000823
1000823	1003577
1000823	1005233
1000823	1021293
1000823	1025531
1000823	1308546
1000823	1316641
1000862	1004891
1000905	1274255
1000905	1320411
1000957	1250693
1001013	1001013
1001013	1001013
1001013	1005071
1001013	1025384
1001041	1025229
1001041	1037479
1001042	1037870
1001042	1042693
1001127	1341567
1001132	1224434
1001484	1001484
1001484	1001484
1001484	1022999
1001535	1028889
1001535	1030200
1001535	1151079
1001569	1023872
1001599	1204017
1001643	1001643
1001643	1001643
1001643	1022544
1001643	1033690
1001643	1050774
1001643	1194246
1001643	1288566
1001714	1031500
1001714	1138320
1001714	1274346
1001714	1274833
1001714	1328052
1001951	1028889
1001951	1038001
1001951	1042523
1001978	1012784
1002071	1005883
1002071	1022999
1002071	1320583
1002071	1352366
1002135	1043004
1002372	1274389
1002508	1110065
1002665	1313252
1002666	1276164
1002667	1014625
1002667	1025184
1002672	1000264
1002675	1002675
1002675	1002675
1002675	1017894
1002675	1044964
1002675	1318216
1002680	1002700
1002689	1017947
1002700	1002680
1002700	1036879
1002700	1040682
1002700	1057634
1002700	1167644
1002700	1185863
1002705	1023714
1002725	1005010
1002727	1013817
1002751	1049820
1002776	1171485
1002789	1224434
1002848	1035646
1002848	1040777
1002848	1301051
1002874	1002874
1002874	1002874
1002874	1018067
1002874	1054511
1002902	1031822
1002902	1036879
1002955	1019345
1002955	1037371
1002966	1002966
1002966	1002966
1002966	1010708
1002966	1361996
1003084	1082144
1003174	1000781
1003174	1332156
1003483	1032915
1003484	1048022
1003488	1054447
1003493	1049716
1003577	1000823
1003577	1003577
1003577	1003577
1003577	1006385
1003577	1275199
1003577	1319406
1003625	1009354
1003627	1034148
1003658	1327283
1003727	1034148
1003737	1014057
1003737	1031173
1003807	1013705
1003951	1021244
1003951	1027092
1004141	1012937
1004573	1014071
1004576	1014037
1004576	1055928
1004576	1111800
1004586	1250693
1004589	1010571
1004590	1004590
1004590	1004590
1004590	1013879
1004590	1122604
1004590	1180637
1004590	1212947
1004590	1247750
1004591	1040516
1004601	1080080
1004620	1209168
1004661	1025219
1004674	1000083
1004674	1016669
1004674	1025506
1004674	1040998
1004674	1128854
1004674	1253761
1004691	1044900
1004691	1049815
1004703	1222557
1004775	1000070
1004775	1049512
1004775	1315557
1004789	1116725
1004817	1367639
1004891	1000862
1004891	1005299
1004891	1022980
1004891	1358383
1004899	1019043
1004899	1032421
1004899	1032887
1004899	1041649
1004899	1054420
1004899	1157277
1004899	1292472
1004899	1390696
1004984	1028328
1005010	1002725
1005010	1005010
1005010	1005010
1005010	1016669
1005010	1021997
1005010	1025183
1005010	1031755
1005010	1031915
1005054	1005054
1005054	1005054
1005054	1017894
1005054	1041013
1005054	1060370
1005071	1001013
1005071	1045843
1005071	1331220
1005091	1000248
1005110	1274388
1005110	1315743
1005127	1274869
1005163	1005163
1005163	1005163
1005163	1054441
1005189	1023112
1005208	1007192
1005233	1000823
1005233	1025145
1005233	1340431
1005268	1005268
1005268	1005268
1005268	1023040
1005268	1314441
1005269	1032476
1005286	1046482
1005286	1367639
1005299	1004891
1005299	1027635
1005319	1000572
1005319	1005319
1005319	1005319
1005319	1050540
