1010556	840	1	8
1010558	106	1	8
1010559	27	1	4
1010561	252	1	5
1010562	55	1	6
1010566	23	2	5
1010570	13	1	8
1010571	6	1	7
1010573	23	1	7
1010574	8	1	9
1010576	201	1	6
1010577	6	1	8
1010581	13	1	4
1010585	23	2	7
1010588	66	2	5
1010589	3	2	5
1010596	66	1	5
1010598	8	1	6
1010600	53	1	7
1010601	10	1	6
1010603	6	1	7
1010607	6	1	6
1010614	22	2	5
1010623	172	2	6
1010626	147	1	7
1010629	105	1	5
1010630	14	1	7
1010631	84	1	4
1010635	60	1	4
1010638	1025	2	3
1010646	8	1	5
1010647	164	1	5
1010652	5	2	9
1010657	55	2	5
1010658	195	1	7
1010677	44	2	4
1010684	37	1	6
1010687	8	1	7
1010688	151	2	8
1010692	1	1	7
1010708	412	2	7
1010724	123	1	7
1010731	419	1	6
1010740	98	1	5
1010741	731	1	6
1010752	3	1	7
1010757	16	1	5
1010762	71	1	3
1010902	989	1	7
1011112	695	2	4
1011155	71	2	4
1011473	71	1	7
1011479	115	1	6
1011504	20	1	5
1011513	366	1	3
1011644	71	1	4
1011970	71	1	6
1012470	385	1	5
1012506	150	2	5
1012512	342	2	5
1012515	94	2	3
1012516	5	1	8
1012517	803	1	3
1012518	54	1	4
1012521	886	1	5
1012531	77	1	4
1012532	828	1	4
1012533	6	2	3
1012543	103	1	7
1012570	78	1	8
1012571	59	1	6
1012581	576	1	5
1012586	493	1	7
1012587	6	1	6
1012594	78	2	8
1012611	1118	1	5
1012650	340	1	5
1012653	875	1	5
1012654	3	1	7
1012663	3	2	5
1012702	55	1	8
1012738	15	1	6
1012781	78	1	7
1012784	627	1	5
1012794	309	1	7
1012812	340	1	8
1012863	340	1	5
1013228	630	1	9
1013702	342	1	7
1013730	84	1	7
1013738	71	2	6
1013749	55	1	7
1013758	15	2	4
1013759	6	1	4
1013760	8	1	5
1013761	6	1	6
1013764	138	1	4
1013765	116	2	9
1013767	43	2	4
1013769	36	1	5
1013776	15	1	8
1013779	13	1	5
1013784	49	2	2
1013785	26	2	2
1013789	68	2	3
1013790	55	1	4
1013791	138	2	6
1013794	8	1	5
1013798	237	2	8
1013799	5	1	4
1013814	13	2	5
1013815	10	1	4
1013816	5	1	8
1013817	34	1	6
1013818	135	1	6
1013832	9	2	3
1013834	15	1	7
1013835	23	2	7
1013836	8	1	4
1013838	8	1	8
1013841	1	2	3
1013842	872	2	3
1013843	6	2	4
1013845	334	1	7
1013849	55	1	6
1013857	9	2	7
1013858	20	2	4
1013867	182	1	4
1013870	59	1	5
1013872	6	1	7
1013885	6	2	4
1013896	369	2	8
1013898	1231	1	6
1013902	10	1	5
1013908	8	1	4
1013911	900	1	3
1013915	5	2	6
1013916	8	1	5
1013923	6	1	7
1013927	11	1	5
1013928	1	1	6
1013930	182	1	6
1013932	44	1	6
1013935	71	1	4
1013942	6	2	4
1013948	6	1	5
1013952	22	2	5
1013956	13	2	6
1013967	243	1	6
1013971	8	1	6
1013973	237	2	7
1013981	1143	2	3
1013986	37	1	4
1013988	112	1	7
1013989	24	2	4
1013993	1	2	6
1013996	6	1	4
1013997	61	1	5
1013998	249	2	6
1014000	799	2	6
1014005	6	1	8
1014006	576	2	3
1014016	66	1	4
1014022	13	2	4
1014029	31	1	4
1014036	6	2	5
1014049	6	1	4
1014053	87	1	4
1014054	147	1	4
1014063	141	1	4
1014069	6	1	5
1014071	9	1	7
1014085	43	1	7
1014087	594	1	5
1014098	104	1	4
1014162	187	1	3
1014166	141	1	3
1014178	34	1	4
1014180	869	2	7
1014182	69	2	4
1014209	13	1	5
1014218	400	2	4
1014229	71	1	3
1014254	34	1	7
1014264	37	1	6
1014268	31	1	8
1014284	854	1	5
1014285	842	2	5
1014291	16	1	4
1014299	6	2	2
1014304	333	2	8
1014319	59	1	3
1014332	115	2	9
1014354	95	1	5
1014370	29	2	3
1014402	531	1	5
1014453	8	1	6
1014456	576	2	3
1014465	164	2	5
1014473	259	1	4
1014478	71	2	4
1014493	568	1	4
1014523	1083	1	4
1014531	413	1	6
1014537	326	1	4
1014550	71	2	6
1014565	354	2	4
1014589	71	1	3
1014598	105	2	5
1014609	344	1	6
1014659	941	1	5
1014698	105	1	6
1014730	3	2	5
1014742	71	2	4
1014744	27	1	5
1014844	643	2	4
1014881	34	1	7
1014956	155	2	8
1015053	78	2	5
1015108	71	1	4
1015115	696	1	6
1015203	612	1	7
1015289	71	1	6
1015479	615	1	4
1015608	71	1	7
1015786	662	2	5
1015846	340	2	6
1015951	345	1	7
1015958	1067	1	6
1016117	400	1	5
1016614	16	2	3
1016618	3	1	9
1016662	314	1	7
1016664	6	1	3
1016669	13	1	3
1016671	15	1	6
1016672	13	1	2
1016675	1	2	5
1016676	15	1	3
1016677	3	2	5
1016678	15	2	5
1016679	171	2	5
1016680	13	2	5
1016681	8	1	5
1016693	31	1	5
1016698	5	1	5
1016703	842	1	7
1016708	8	2	6
1016711	24	1	5
1016717	90	1	4
1016736	242	2	7
1016770	6	1	8
1016773	98	1	6
1016780	452	1	7
1016792	3	1	8
1016811	187	1	7
1016875	349	2	8
1016878	612	1	7
1016891	340	2	8
1016930	71	2	3
1016938	71	2	7
1016939	419	1	5
1016951	52	1	8
1016968	344	1	5
1017011	663	1	9
1017055	71	1	5
1017057	286	2	8
1017061	71	1	8
1017083	634	1	5
1017742	344	1	7
1017831	1130	1	5
1017837	383	2	3
1017885	180	1	3
1017886	33	2	5
1017887	1	1	3
1017893	105	1	5
1017894	8	2	3
1017896	73	1	4
1017897	13	1	6
1017898	18	1	6
1017902	69	1	4
1017903	249	1	4
1017904	171	1	4
1017906	16	1	4
1017907	27	1	5
1017912	1	1	4
1017914	15	2	4
1017916	1	1	5
1017918	487	1	6
1017935	6	2	2
1017942	24	1	4
1017944	904	2	6
1017946	6	1	5
1017950	351	2	4
1017961	105	1	4
1017965	6	2	4
1017966	56	1	4
1017967	70	1	4
1017969	6	1	4
1017983	8	2	4
1017984	8	2	5
1017989	211	1	6
1017994	43	1	3
1017996	6	1	4
1018015	231	1	6
1018018	84	2	4
1018021	6	1	3
1018022	27	1	5
1018031	9	2	3
1018039	6	1	4
1018043	58	1	4
1018056	1	1	5
1018059	15	2	5
1018063	6	2	3
1018065	8	1	5
1018066	49	2	3
1018067	3	1	3
1018072	70	1	7
1018075	8	1	4
1018077	54	1	5
1018084	34	2	6
1018091	3	1	4
1018093	3	1	4
1018098	6	2	4
1018111	860	1	4
1018118	1	2	4
1018121	5	2	8
1018122	8	1	5
1018126	13	2	4
1018143	44	2	3
1018148	6	1	6
1018149	3	2	4
1018164	43	1	4
1018199	455	1	5
1018213	3	1	4
1018218	264	2	4
1018225	264	2	3
1018230	6	1	5
1018247	43	1	5
1018259	1	1	5
1018264	16	1	4
1018300	37	2	5
1018303	760	1	5
1018310	1184	2	3
1018318	10	1	7
1018319	383	2	4
1018320	6	2	5
1018342	1	1	4
1018358	337	2	4
1018387	377	2	5
1018409	305	1	4
1018410	59	1	6
1018431	842	1	3
1018432	14	1	7
1018433	155	1	4
1018454	1	1	7
1018458	6	2	5
1018461	44	1	4
1018514	52	1	7
1018525	6	1	5
1018562	625	2	3
1018568	21	1	8
1018602	733	1	5
1018617	669	2	3
1018657	603	1	4
1018693	122	1	6
1018733	6	1	6
1018741	621	2	5
1018777	3	2	7
1018783	71	2	5
1018787	1091	1	3
1018976	14	2	3
1018977	41	2	3
1018978	5	2	4
1018981	58	2	2
1018985	15	2	4
1018986	66	1	5
1018989	13	2	5
1018990	501	2	3
1019000	8	2	5
1019001	6	1	4
1019007	61	1	5
1019010	6	1	7
1019011	244	2	5
1019012	8	1	6
1019013	38	2	4
1019014	70	2	5
1019015	48	1	4
1019016	147	1	5
1019017	6	2	5
1019019	1	1	7
1019020	8	2	5
1019021	8	2	5
1019023	368	1	5
1019027	52	1	7
1019028	34	2	5
1019029	54	1	6
1019030	16	2	4
1019031	12	1	6
1019032	231	2	5
1019033	6	1	5
1019034	6	2	6
1019035	27	1	6
1019036	6	1	4
1019038	811	1	6
1019039	6	1	5
1019040	12	1	5
1019043	582	1	5
1019049	282	1	7
1019050	8	1	8
1019052	53	2	9
1019053	8	1	6
1019054	1	1	7
1019055	42	1	7
1019056	6	1	6
1019058	6	1	6
1019062	23	1	6
1019064	13	2	8
1019069	27	1	8
1019072	35	2	6
1019073	8	1	8
1019076	1	1	7
1019082	13	1	5
1019089	17	1	6
1019090	969	1	7
1019095	142	2	7
1019096	13	1	7
1019099	35	1	8
1019102	59	1	7
1019103	6	2	8
1019106	1	1	8
1019110	52	1	7
1019121	37	1	7
1019126	874	1	6
1019127	122	1	6
1019138	726	1	6
1019146	43	1	5
1019149	53	2	9
1019156	214	2	7
1019157	187	2	9
1019160	137	1	7
1019162	717	2	6
1019176	35	2	6
1019189	105	1	6
1019197	205	1	5
1019198	69	1	9
1019212	103	2	8
1019215	7	1	4
1019218	27	2	8
1019240	337	1	5
1019247	380	1	8
1019254	6	1	5
1019255	98	2	6
1019268	337	2	5
1019269	332	2	4
1019292	3	1	8
1019299	627	1	5
1019310	471	2	7
1019378	475	2	4
1019388	165	1	4
1019420	71	1	5
1019434	6	1	8
1019451	3	1	8
1019460	459	2	5
1019576	71	2	4
1019581	836	1	5
1019616	202	1	9
1019646	71	1	6
1019664	3	1	7
1019714	612	2	5
1019803	411	1	6
1019825	490	2	4
1019863	339	1	8
1019943	717	1	5
1019946	40	2	6
1020001	27	1	6
1020471	622	2	3
1020733	721	1	5
1020749	286	2	7
1020801	503	1	8
1020935	339	1	6
1020986	636	2	4
1021108	694	2	6
1021263	71	1	3
1021281	1066	1	5
1021383	71	2	4
1021963	91	2	4
1021997	1	2	6
1021998	8	2	3
1022001	3	2	6
1022003	154	2	5
1022131	286	1	5
1022450	3	2	7
1022553	3	1	7
1022562	84	2	4
1022563	848	2	4
1022565	849	1	4
1022570	1230	1	5
1022571	77	1	6
1022573	64	2	5
1022575	167	1	5
1022578	185	1	5
1022582	250	1	6
1022583	127	2	5
1022587	5	1	5
1022588	8	2	4
1022589	69	2	5
1022591	9	1	5
1022595	23	1	7
1022596	58	1	5
1022597	8	1	5
1022598	52	1	4
1022599	6	1	7
1022603	707	1	8
1022613	23	2	4
1022614	38	1	4
1022619	214	1	2
1022623	27	2	5
1022624	13	2	5
1022625	43	2	4
1022627	13	2	5
1022635	6	2	3
1022639	352	1	4
1022641	10	2	3
1022645	320	1	3
1022650	8	1	6
1022664	898	2	5
1022670	6	1	5
1022676	64	2	5
1022680	8	1	4
1022683	268	2	4
1022684	5	2	2
1022692	10	2	4
1022703	37	1	5
1022704	8	2	5
1022705	22	1	4
1022707	6	2	5
1022710	8	1	5
1022718	222	2	4
1022726	8	1	5
1022733	3	1	5
1022734	53	1	4
1022750	1097	1	5
1022756	105	1	5
1022760	23	1	4
1022762	182	1	5
1022764	34	1	6
1022795	483	2	4
1022803	70	1	5
1022808	6	1	5
1022810	37	1	3
1022815	8	2	9
1022822	13	1	5
1022827	1009	1	6
1022832	8	1	4
1022853	6	1	8
1022854	5	1	6
1022871	14	2	5
1022874	14	1	7
1022893	14	2	7
1022907	450	2	4
1022935	78	1	6
1022940	34	1	6
1022968	489	2	4
1022980	382	1	6
1022982	13	1	4
1022986	105	2	7
1022991	376	1	8
1022993	5	2	5
1022999	192	1	4
1023020	322	1	6
1023021	8	2	6
1023040	115	1	6
1023058	482	1	3
1023064	309	2	3
1023093	760	1	7
1023097	1020	2	6
1023103	330	1	6
1023112	3	2	7
1023140	760	1	6
1023142	6	1	6
1023146	15	1	6
1023150	43	1	4
1023151	613	2	3
1023159	587	2	4
1023171	44	1	5
1023183	141	1	8
1023192	71	1	3
1023196	49	2	9
1023204	13	2	6
1023219	8	1	5
1023228	998	1	5
1023255	79	1	5
1023260	3	1	8
1023271	52	1	5
1023279	291	1	6
1023280	563	2	5
1023281	144	1	5
1023330	206	1	4
1023338	164	1	4
1023344	187	1	5
1023473	6	1	3
1023587	347	2	3
1023607	144	1	4
1023627	349	2	4
1023672	6	1	4
1023812	400	1	5
1023814	342	1	8
1023857	37	1	5
1023864	640	2	3
1023876	413	2	5
1023887	174	1	8
1023963	963	1	6
1024080	419	1	3
1024141	71	1	3
1024153	71	1	5
1024295	612	1	7
1024308	340	1	6
1024442	847	1	6
1024775	342	2	5
1024802	153	1	7
1025048	24	1	5
1025061	44	2	3
1025108	15	2	3
1025130	12	1	6
1025132	3	1	7
1025133	26	2	2
1025135	86	2	3
1025137	15	1	3
1025145	15	1	4
1025146	115	1	5
1025147	1	1	5
1025151	371	2	4
1025152	1	2	6
1025156	425	2	5
1025174	57	2	4
1025176	13	1	5
1025179	913	2	4
1025183	9	2	4
1025188	58	1	4
1025195	254	2	6
1025196	6	1	3
1025200	173	1	6
1025202	43	1	6
1025204	8	2	6
1025206	103	1	6
1025207	6	1	6
1025209	26	1	6
1025213	27	1	5
1025215	27	2	6
1025217	14	1	6
1025219	8	1	7
1025223	12	2	5
1025224	357	1	5
1025229	1	1	4
1025232	6	1	6
1025242	27	2	5
1025245	8	1	8
1025252	105	1	7
1025253	34	1	7
1025254	8	2	6
1025258	248	1	4
1025260	6	2	5
1025263	380	1	6
1025264	1098	1	7
1025270	6	1	7
1025273	8	1	5
1025274	6	1	5
1025275	6	1	5
1025280	8	1	7
1025294	8	2	8
1025298	546	2	5
1025303	84	1	8
1025305	337	2	6
1025321	870	1	5
1025357	542	1	6
1025363	55	1	5
1025366	400	1	5
1025415	15	1	5
1025433	337	2	8
1025461	990	2	4
1025502	3	1	9
1025508	141	2	6
1025536	280	1	8
1025561	668	1	5
1025579	616	2	8
1025604	391	1	7
1025610	644	1	5
1025819	621	1	7
1025837	40	2	6
1025847	627	2	6
1025883	387	1	7
1025885	612	1	5
1026234	98	1	4
1026433	259	1	6
1026436	286	1	9
1026458	71	1	9
1026627	344	1	7
1026683	359	1	8
1027076	34	1	4
1027122	191	1	6
1027123	58	2	7
1027136	237	1	5
1027138	183	1	5
1027139	8	2	5
1027140	186	2	5
1027143	1	1	7
1027150	156	2	4
1027153	70	1	4
1027154	54	1	8
1027157	28	2	3
1027158	53	1	6
1027161	13	1	4
1027162	38	2	4
1027164	8	1	5
1027167	8	1	7
1027171	64	2	3
1027173	1	1	5
1027174	5	2	4
1027177	24	2	4
1027179	13	1	5
1027182	302	1	5
1027183	147	1	2
1027189	24	2	4
1027190	58	1	4
1027194	6	2	3
1027197	8	2	6
1027199	1117	2	5
1027204	211	1	6
1027205	6	1	5
1027207	27	2	6
1027210	8	2	3
1027217	144	1	4
1027226	151	1	4
1027227	10	2	5
1027228	70	1	6
1027236	12	2	3
1027238	12	1	5
1027241	55	2	3
1027242	9	2	2
1027248	9	1	3
1027252	8	2	3
1027256	27	2	4
1027257	294	1	4
1027261	3	2	8
1027280	13	1	5
1027282	8	1	2
1027285	13	1	2
1027295	27	1	5
1027297	5	2	5
1027304	34	1	5
1027316	1	1	6
1027317	8	1	4
1027322	620	2	3
1027329	58	1	4
1027343	6	1	4
1027352	55	1	6
1027355	104	1	7
1027381	13	1	5
1027392	43	2	5
1027393	5	1	7
1027414	14	2	6
1027416	27	1	8
1027425	131	1	6
1027430	6	1	6
1027442	54	1	6
1027461	9	1	2
1027472	8	1	7
1027483	71	1	7
1027494	54	1	5
1027502	15	1	4
1027504	1001	1	5
1027505	27	1	4
1027510	8	1	7
1027514	8	1	5
1027518	8	1	6
1027527	41	1	3
1027528	6	1	4
1027554	14	1	5
1027556	8	1	8
1027610	23	1	7
1027643	226	1	6
1027744	794	1	9
1027751	6	1	4
1027753	496	2	3
1027756	8	1	2
1027770	115	2	3
1027772	6	2	3
1027773	86	1	4
1027776	15	1	5
1027777	23	2	4
1027806	15	2	5
1027807	49	1	5
1027808	14	1	3
1027809	6	1	6
1027810	43	1	6
1027816	27	1	6
1027818	8	2	6
1027820	911	1	5
1027821	10	2	6
1027824	8	1	7
1027827	122	2	5
1027831	17	1	5
1027834	156	1	4
1027836	15	1	4
1027844	69	2	7
1027845	195	1	7
1027852	8	1	5
1027853	280	1	7
1027866	13	1	8
1027867	396	1	7
1027869	23	1	8
1027873	8	1	6
1027874	8	1	6
1027877	27	1	6
1027879	71	1	6
1027883	324	1	4
1027887	363	1	6
1027892	8	1	7
1027900	1	1	8
1027904	6	1	6
1027905	13	2	7
1027914	8	1	5
1027917	1123	2	6
1027923	8	1	5
1027924	53	1	7
1027926	6	2	6
1027942	94	1	8
1027945	491	1	6
1027957	822	1	5
1027963	9	1	7
1027972	843	1	7
1027973	909	1	5
